Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Days on Market MoM,Days on Market YoY
"Sammamish, WA",1/31/2015,608,65,103,122,32,-15,-7
"Sammamish, WA",2/28/2015,655,95,153,128,10,-22,-7
"Sammamish, WA",3/31/2015,716,124,166,147,9,-1,3
"Sammamish, WA",4/30/2015,675,131,190,168,7,-2,-2
"Sammamish, WA",5/31/2015,682,161,180,177,7,0,-1
"Sammamish, WA",6/30/2015,722,147,178,196,9,2,-2
"Sammamish, WA",7/31/2015,690,141,135,186,14,5,0
"Sammamish, WA",8/31/2015,699,131,109,145,13,-1,-6
"Sammamish, WA",9/30/2015,689,106,96,120,21,8,-8
"Sammamish, WA",10/31/2015,692,95,51,82,9,-12,-27
"Sammamish, WA",11/30/2015,728,100,32,71,15,6,-29
"Sammamish, WA",12/31/2015,724,54,94,78,42,27,-5
"Sammamish, WA",1/31/2016,689,63,117,74,10,-32,-22
"Sammamish, WA",2/29/2016,736,95,144,104,6,-4,-4
"Sammamish, WA",3/31/2016,715,94,194,150,5,-1,-4
"Sammamish, WA",4/30/2016,739,118,152,137,6,1,-1
"Sammamish, WA",5/31/2016,775,174,178,144,8,2,1
"Sammamish, WA",6/30/2016,848,144,151,161,7,-1,-2
"Sammamish, WA",7/31/2016,825,141,107,158,10,3,-4
"Sammamish, WA",8/31/2016,778,102,108,150,9,-1,-4
"Sammamish, WA",9/30/2016,779,124,103,133,18,9,-3
"Sammamish, WA",10/31/2016,783,102,67,88,18,0,9
"Sammamish, WA",11/30/2016,925,120,39,69,9,-9,-6
"Sammamish, WA",12/31/2016,874,48,78,75,46,37,4
"Sammamish, WA",1/31/2017,898,59,86,61,9,-37,-1
"Sammamish, WA",2/28/2017,884,96,158,69,6,-3,0
"Sammamish, WA",3/31/2017,856,114,132,77,7,1,2
"Sammamish, WA",4/30/2017,927,133,194,114,7,0,1
"Sammamish, WA",5/31/2017,850,156,197,129,6,-1,-2
"Sammamish, WA",6/30/2017,888,155,175,150,7,1,0
"Sammamish, WA",7/31/2017,847,180,126,131,8,1,-2
"Sammamish, WA",8/31/2017,865,137,112,137,12,4,3
"Sammamish, WA",9/30/2017,888,120,93,111,11,-1,-7
"Sammamish, WA",10/31/2017,860,107,76,83,10,-1,-8
"Sammamish, WA",11/30/2017,975,121,36,64,14,4,5
"Sammamish, WA",12/31/2017,892,57,92,73,11,-3,-35
"Sammamish, WA",1/31/2018,885,67,105,80,7,-4,-2
"Sammamish, WA",2/28/2018,975,97,156,102,7,0,1
"Sammamish, WA",3/31/2018,943,112,152,132,7,0,0
"Sammamish, WA",4/30/2018,956,115,210,179,6,-1,-1
"Sammamish, WA",5/31/2018,959,152,183,223,7,1,1
"Sammamish, WA",6/30/2018,993,134,132,242,10,3,3
"Sammamish, WA",7/31/2018,972,109,128,260,15,5,7
"Sammamish, WA",8/31/2018,939,88,118,272,21,6,9
"Sammamish, WA",9/30/2018,1010,113,84,253,26,5,15
"Sammamish, WA",10/31/2018,924,68,44,197,40,14,30
"Sammamish, WA",11/30/2018,925,91,15,139,40,0,26
"Sammamish, WA",12/31/2018,978,63,81,137,65,25,54
"Sammamish, WA",1/31/2019,823,62,82,143,21,-44,14
"Sammamish, WA",2/28/2019,925,71,150,174,13,-8,6
"Sammamish, WA",3/31/2019,960,127,180,210,8,-5,1
"Sammamish, WA",4/30/2019,965,109,198,268,12,4,6
"Sammamish, WA",5/31/2019,949,137,151,271,12,0,5
"Sammamish, WA",6/30/2019,951,136,103,241,28,16,18
"Sammamish, WA",7/31/2019,960,123,99,216,31,3,16
"Sammamish, WA",8/31/2019,963,86,78,185,26,-5,5
"Sammamish, WA",9/30/2019,975,88,59,138,21,-5,-5
"Sammamish, WA",10/31/2019,914,92,43,83,48,27,8
"Sammamish, WA",11/30/2019,970,85,31,63,45,-3,5
"Sammamish, WA",12/31/2019,950,45,89,56,58,13,-7
"Sammamish, WA",1/31/2020,1009,66,109,62,6,-52,-15
"Sammamish, WA",2/29/2020,995,93,145,100,5,-1,-8
"Sammamish, WA",3/31/2020,999,90,80,112,6,1,-2
"Sammamish, WA",4/30/2020,1050,72,102,99,11,5,-1
"Sammamish, WA",5/31/2020,1049,97,123,94,9,-2,-3
"Sammamish, WA",6/30/2020,1030,120,141,95,7,-2,-21
"Sammamish, WA",7/31/2020,1096,122,131,78,6,-1,-25
"Sammamish, WA",8/31/2020,1098,129,125,70,6,0,-20
"Sammamish, WA",9/30/2020,1218,142,94,51,6,0,-15
"Sammamish, WA",10/31/2020,1120,104,61,30,6,0,-42
"Sammamish, WA",11/30/2020,1159,102,35,22,7,1,-38
"Sammamish, WA",12/31/2020,1185,51,67,19,5,-2,-53
"Sammamish, WA",1/31/2021,1308,76,101,33,5,0,-1
"SeaTac, WA",1/31/2012,123,17,30,99,49,1,-41
"SeaTac, WA",2/29/2012,126,18,23,93,66,17,-15
"SeaTac, WA",3/31/2012,139,22,25,76,99,33,-1
"SeaTac, WA",4/30/2012,125,23,35,78,53,-46,-16
"SeaTac, WA",5/31/2012,188,24,21,66,40,-13,-30
"SeaTac, WA",6/30/2012,170,25,25,69,79,39,6
"SeaTac, WA",7/31/2012,180,21,24,67,36,-43,-19
"SeaTac, WA",8/31/2012,188,25,20,71,25,-11,-66
"SeaTac, WA",9/30/2012,169,18,23,69,55,30,6
"SeaTac, WA",10/31/2012,153,14,18,70,57,2,-4
"SeaTac, WA",11/30/2012,171,18,16,65,46,-11,-29
"SeaTac, WA",12/31/2012,195,9,23,60,19,-27,-29
"SeaTac, WA",1/31/2013,150,15,25,68,39,20,-10
"SeaTac, WA",2/28/2013,165,24,24,61,26,-13,-40
"SeaTac, WA",3/31/2013,200,23,22,47,52,26,-47
"SeaTac, WA",4/30/2013,214,20,37,60,69,17,16
"SeaTac, WA",5/31/2013,210,24,27,58,40,-29,0
"SeaTac, WA",6/30/2013,217,28,28,62,14,-26,-65
"SeaTac, WA",7/31/2013,219,25,33,64,16,2,-20
"SeaTac, WA",8/31/2013,215,16,34,73,43,27,18
"SeaTac, WA",9/30/2013,240,19,32,78,19,-24,-36
"SeaTac, WA",10/31/2013,189,20,20,61,24,5,-33
"SeaTac, WA",11/30/2013,212,28,19,62,40,16,-6
"SeaTac, WA",12/31/2013,215,17,29,62,63,23,44
"SeaTac, WA",1/31/2014,194,20,24,61,37,-26,-2
"SeaTac, WA",2/28/2014,200,20,13,48,66,29,40
"SeaTac, WA",3/31/2014,232,22,28,51,61,-5,9
"SeaTac, WA",4/30/2014,180,25,37,56,35,-26,-34
"SeaTac, WA",5/31/2014,235,23,30,60,22,-13,-18
"SeaTac, WA",6/30/2014,225,17,28,69,29,7,15
"SeaTac, WA",7/31/2014,236,22,24,67,21,-8,5
"SeaTac, WA",8/31/2014,213,22,23,69,23,2,-20
"SeaTac, WA",9/30/2014,211,22,17,51,55,32,36
"SeaTac, WA",10/31/2014,239,19,10,43,40,-15,16
"SeaTac, WA",11/30/2014,190,16,17,44,67,27,27
"SeaTac, WA",12/31/2014,210,14,21,37,58,-9,-5
"SeaTac, WA",1/31/2015,202,22,27,38,30,-28,-7
"SeaTac, WA",2/28/2015,235,24,28,35,21,-9,-45
"SeaTac, WA",3/31/2015,250,26,31,30,12,-9,-49
"SeaTac, WA",4/30/2015,240,25,30,31,9,-3,-26
"SeaTac, WA",5/31/2015,242,31,32,31,15,6,-7
"SeaTac, WA",6/30/2015,230,29,36,39,9,-6,-20
"SeaTac, WA",7/31/2015,271,18,24,40,11,2,-10
"SeaTac, WA",8/31/2015,262,32,30,35,11,0,-12
"SeaTac, WA",9/30/2015,241,27,25,37,12,1,-43
"SeaTac, WA",10/31/2015,207,12,20,32,27,15,-13
"SeaTac, WA",11/30/2015,277,28,6,21,17,-10,-50
"SeaTac, WA",12/31/2015,244,15,23,26,46,29,-12
"SeaTac, WA",1/31/2016,296,14,21,26,7,-39,-23
"SeaTac, WA",2/29/2016,298,21,24,29,11,4,-10
"SeaTac, WA",3/31/2016,235,14,34,35,5,-6,-7
"SeaTac, WA",4/30/2016,280,22,35,41,5,0,-4
"SeaTac, WA",5/31/2016,289,26,36,50,9,4,-6
"SeaTac, WA",6/30/2016,290,27,36,52,11,2,2
"SeaTac, WA",7/31/2016,310,21,41,49,14,3,3
"SeaTac, WA",8/31/2016,291,32,38,59,10,-4,-1
"SeaTac, WA",9/30/2016,283,33,29,47,38,28,26
"SeaTac, WA",10/31/2016,322,26,16,41,18,-20,-9
"SeaTac, WA",11/30/2016,323,30,8,31,30,12,13
"SeaTac, WA",12/31/2016,348,21,23,24,31,1,-15
"SeaTac, WA",1/31/2017,350,14,20,18,55,24,48
"SeaTac, WA",2/28/2017,347,30,27,22,12,-43,1
"SeaTac, WA",3/31/2017,350,25,30,27,7,-5,2
"SeaTac, WA",4/30/2017,319,20,46,39,6,-1,1
"SeaTac, WA",5/31/2017,315,39,47,44,8,2,-1
"SeaTac, WA",6/30/2017,355,32,51,61,7,-1,-4
"SeaTac, WA",7/31/2017,322,40,31,51,10,3,-4
"SeaTac, WA",8/31/2017,340,35,27,50,18,8,8
"SeaTac, WA",9/30/2017,318,34,22,37,20,2,-18
"SeaTac, WA",10/31/2017,412,33,18,22,33,13,15
"SeaTac, WA",11/30/2017,395,29,14,19,21,-12,-9
"SeaTac, WA",12/31/2017,366,12,25,19,7,-14,-24
"SeaTac, WA",1/31/2018,360,25,22,23,6,-1,-49
"SeaTac, WA",2/28/2018,360,20,26,20,6,0,-6
"SeaTac, WA",3/31/2018,379,26,28,19,7,1,0
"SeaTac, WA",4/30/2018,342,25,45,30,9,2,3
"SeaTac, WA",5/31/2018,375,30,40,50,8,-1,0
"SeaTac, WA",6/30/2018,369,26,37,56,19,11,12
"SeaTac, WA",7/31/2018,379,31,34,58,13,-6,3
"SeaTac, WA",8/31/2018,375,25,31,70,44,31,26
"SeaTac, WA",9/30/2018,328,19,31,67,32,-12,12
"SeaTac, WA",10/31/2018,387,28,18,49,35,3,2
"SeaTac, WA",11/30/2018,380,29,3,26,57,22,36
"SeaTac, WA",12/31/2018,390,16,19,27,54,-3,47
"SeaTac, WA",1/31/2019,400,17,8,27,26,-28,20
"SeaTac, WA",2/28/2019,500,7,24,32,13,-13,7
"SeaTac, WA",3/31/2019,391,18,19,26,12,-1,5
"SeaTac, WA",4/30/2019,405,21,31,37,8,-4,-1
"SeaTac, WA",5/31/2019,383,20,31,38,34,26,26
"SeaTac, WA",6/30/2019,420,22,26,34,12,-22,-7
"SeaTac, WA",7/31/2019,400,27,38,41,10,-2,-3
"SeaTac, WA",8/31/2019,425,19,38,50,15,5,-29
"SeaTac, WA",9/30/2019,376,33,23,42,10,-5,-22
"SeaTac, WA",10/31/2019,397,23,11,25,19,9,-16
"SeaTac, WA",11/30/2019,421,22,12,17,37,18,-20
"SeaTac, WA",12/31/2019,410,23,18,18,44,7,-10
"SeaTac, WA",1/31/2020,410,14,22,21,32,-12,6
"SeaTac, WA",2/29/2020,526,18,26,21,6,-26,-7
"SeaTac, WA",3/31/2020,385,20,18,21,10,4,-2
"SeaTac, WA",4/30/2020,453,19,24,24,13,3,5
"SeaTac, WA",5/31/2020,423,20,28,16,8,-5,-26
"SeaTac, WA",6/30/2020,445,27,25,17,5,-3,-7
"SeaTac, WA",7/31/2020,355,22,25,23,8,3,-2
"SeaTac, WA",8/31/2020,440,17,38,27,5,-3,-10
"SeaTac, WA",9/30/2020,420,37,30,24,6,1,-4
"SeaTac, WA",10/31/2020,423,26,33,26,13,7,-6
"SeaTac, WA",11/30/2020,455,37,17,17,13,0,-24
"SeaTac, WA",12/31/2020,523,17,16,10,10,-3,-34
"SeaTac, WA",1/31/2021,508,22,15,8,13,3,-19
"Seattle, WA",1/31/2012,320,493,782,"1,931",62,2,-12
"Seattle, WA",2/29/2012,350,671,997,"1,929",40,-22,-26
"Seattle, WA",3/31/2012,378,779,"1,039","1,947",30,-10,-13
"Seattle, WA",4/30/2012,380,893,"1,078","1,955",19,-11,-16
"Seattle, WA",5/31/2012,380,925,"1,015","1,971",17,-2,-20
"Seattle, WA",6/30/2012,375,834,906,"1,945",20,3,-13
"Seattle, WA",7/31/2012,360,873,862,"1,865",22,2,-16
"Seattle, WA",8/31/2012,368,705,"1,024","1,958",17,-5,-26
"Seattle, WA",9/30/2012,369,831,787,"1,706",20,3,-29
"Seattle, WA",10/31/2012,386,760,556,"1,466",23,3,-22
"Seattle, WA",11/30/2012,365,693,342,"1,268",31,8,-23
"Seattle, WA",12/31/2012,350,519,721,"1,204",38,7,-22
"Seattle, WA",1/31/2013,367,552,904,"1,257",25,-13,-37
"Seattle, WA",2/28/2013,399,819,"1,094","1,264",13,-12,-27
"Seattle, WA",3/31/2013,390,938,"1,219","1,364",9,-4,-21
"Seattle, WA",4/30/2013,405,"1,120","1,421","1,629",8,-1,-11
"Seattle, WA",5/31/2013,410,"1,013","1,382","1,787",8,0,-9
"Seattle, WA",6/30/2013,427,"1,140","1,224","1,850",9,1,-11
"Seattle, WA",7/31/2013,415,"1,097","1,160","1,942",12,3,-10
"Seattle, WA",8/31/2013,417,873,"1,157","1,977",15,3,-2
"Seattle, WA",9/30/2013,420,986,968,"1,824",14,-1,-6
"Seattle, WA",10/31/2013,404,756,594,"1,485",17,3,-6
"Seattle, WA",11/30/2013,409,734,366,"1,240",27,10,-4
"Seattle, WA",12/31/2013,410,548,809,"1,223",35,8,-3
"Seattle, WA",1/31/2014,415,619,828,"1,201",19,-16,-6
"Seattle, WA",2/28/2014,406,831,"1,078","1,232",13,-6,0
"Seattle, WA",3/31/2014,417,962,"1,212","1,305",9,-4,0
"Seattle, WA",4/30/2014,440,"1,026","1,404","1,468",8,-1,0
"Seattle, WA",5/31/2014,450,"1,066","1,275","1,565",8,0,0
"Seattle, WA",6/30/2014,455,"1,049","1,221","1,722",9,1,0
"Seattle, WA",7/31/2014,419,994,995,"1,633",12,3,0
"Seattle, WA",8/31/2014,450,933,"1,174","1,706",14,2,-1
"Seattle, WA",9/30/2014,450,"1,014",977,"1,539",15,1,1
"Seattle, WA",10/31/2014,437,796,586,"1,248",20,5,3
"Seattle, WA",11/30/2014,440,810,372,981,23,3,-4
"Seattle, WA",12/31/2014,459,513,753,924,27,4,-8
"Seattle, WA",1/31/2015,440,620,864,945,14,-13,-5
"Seattle, WA",2/28/2015,455,873,"1,246","1,027",8,-6,-5
"Seattle, WA",3/31/2015,490,"1,069","1,396","1,025",7,-1,-2
"Seattle, WA",4/30/2015,490,"1,131","1,381","1,072",7,0,-1
"Seattle, WA",5/31/2015,510,"1,293","1,278","1,047",8,1,0
"Seattle, WA",6/30/2015,506,"1,292","1,194","1,050",8,0,-1
"Seattle, WA",7/31/2015,540,"1,122","1,135","1,101",9,1,-3
"Seattle, WA",8/31/2015,491,"1,026","1,184","1,163",8,-1,-6
"Seattle, WA",9/30/2015,483,"1,024",948,"1,079",8,0,-7
"Seattle, WA",10/31/2015,514,743,609,805,10,2,-10
"Seattle, WA",11/30/2015,525,890,393,630,12,2,-11
"Seattle, WA",12/31/2015,525,517,759,718,12,0,-15
"Seattle, WA",1/31/2016,508,688,894,752,8,-4,-6
"Seattle, WA",2/29/2016,540,921,"1,247",812,8,0,0
"Seattle, WA",3/31/2016,550,"1,038","1,340",977,8,0,1
"Seattle, WA",4/30/2016,561,"1,108","1,361",947,8,0,1
"Seattle, WA",5/31/2016,575,"1,425","1,371","1,002",8,0,0
"Seattle, WA",6/30/2016,580,"1,233","1,315","1,146",8,0,0
"Seattle, WA",7/31/2016,585,"1,298","1,206","1,119",9,1,0
"Seattle, WA",8/31/2016,571,"1,163","1,374","1,324",9,0,1
"Seattle, WA",9/30/2016,570,"1,082",921,"1,053",9,0,1
"Seattle, WA",10/31/2016,568,"1,025",619,762,12,3,2
"Seattle, WA",11/30/2016,580,901,405,540,13,1,1
"Seattle, WA",12/31/2016,580,637,728,558,16,3,4
"Seattle, WA",1/31/2017,600,638,789,533,8,-8,0
"Seattle, WA",2/28/2017,630,975,"1,211",627,8,0,0
"Seattle, WA",3/31/2017,645,918,"1,150",688,7,-1,-1
"Seattle, WA",4/30/2017,640,"1,200","1,414",752,7,0,-1
"Seattle, WA",5/31/2017,679,"1,285","1,404",822,7,0,-1
"Seattle, WA",6/30/2017,680,"1,146","1,222",903,8,1,0
"Seattle, WA",7/31/2017,665,"1,232","1,144",829,8,0,-1
"Seattle, WA",8/31/2017,665,"1,027","1,302","1,023",8,0,-1
"Seattle, WA",9/30/2017,653,"1,078","1,022",910,8,0,-1
"Seattle, WA",10/31/2017,674,996,699,636,8,0,-4
"Seattle, WA",11/30/2017,667,862,361,394,10,2,-3
"Seattle, WA",12/31/2017,699,545,752,485,12,2,-4
"Seattle, WA",1/31/2018,695,641,805,514,7,-5,-1
"Seattle, WA",2/28/2018,710,892,"1,229",653,7,0,-1
"Seattle, WA",3/31/2018,740,995,"1,217",816,7,0,0
"Seattle, WA",4/30/2018,746,"1,138","1,492","1,049",7,0,0
"Seattle, WA",5/31/2018,725,"1,108","1,485","1,342",7,0,0
"Seattle, WA",6/30/2018,723,"1,062","1,230","1,484",9,2,1
"Seattle, WA",7/31/2018,675,976,"1,119","1,639",12,3,4
"Seattle, WA",8/31/2018,699,711,"1,442","2,113",16,4,8
"Seattle, WA",9/30/2018,699,847,"1,047","2,038",14,-2,6
"Seattle, WA",10/31/2018,680,748,683,"1,756",25,11,17
"Seattle, WA",11/30/2018,665,668,267,"1,281",37,12,27
"Seattle, WA",12/31/2018,630,522,784,"1,245",47,10,35
"Seattle, WA",1/31/2019,667,686,795,"1,342",39,-8,32
"Seattle, WA",2/28/2019,685,740,"1,337","1,553",18,-21,11
"Seattle, WA",3/31/2019,700,"1,010","1,441","1,771",9,-9,2
"Seattle, WA",4/30/2019,710,"1,149","1,709","2,161",10,1,3
"Seattle, WA",5/31/2019,705,"1,067","1,339","2,181",12,2,5
"Seattle, WA",6/30/2019,685,"1,086","1,089","2,065",15,3,6
"Seattle, WA",7/31/2019,675,"1,050",967,"1,943",23,8,11
"Seattle, WA",8/31/2019,675,828,"1,198","2,054",26,3,10
"Seattle, WA",9/30/2019,699,945,991,"1,843",18,-8,4
"Seattle, WA",10/31/2019,666,864,561,"1,379",25,7,0
"Seattle, WA",11/30/2019,675,861,335,977,35,10,-2
"Seattle, WA",12/31/2019,698,612,712,842,45,10,-2
"Seattle, WA",1/31/2020,650,812,"1,081",944,18,-27,-21
"Seattle, WA",2/29/2020,710,997,"1,315","1,175",7,-11,-11
"Seattle, WA",3/31/2020,735,742,923,"1,293",6,-1,-3
"Seattle, WA",4/30/2020,699,746,"1,259","1,434",10,4,0
"Seattle, WA",5/31/2020,740,"1,025","1,456","1,556",8,-2,-4
"Seattle, WA",6/30/2020,740,"1,230","1,646","1,781",8,0,-7
"Seattle, WA",7/31/2020,756,"1,197","1,748","2,077",8,0,-15
"Seattle, WA",8/31/2020,745,"1,304","1,658","2,221",7,-1,-19
"Seattle, WA",9/30/2020,747,"1,300","1,411","2,128",9,2,-9
"Seattle, WA",10/31/2020,740,"1,062",808,"1,684",12,3,-13
"Seattle, WA",11/30/2020,725,"1,060",650,"1,262",19,7,-16
"Seattle, WA",12/31/2020,735,778,982,"1,149",29,10,-16
"Seattle, WA",1/31/2021,710,935,"1,039","1,023",12,-17,-6
"Seattle, WA metro area",1/31/2012,260,"2,280","3,479","9,909",75,7,-13
"Seattle, WA metro area",2/29/2012,273,"2,961","4,124","9,482",69,-6,-20
"Seattle, WA metro area",3/31/2012,290,"3,144","4,281","9,414",47,-22,-21
"Seattle, WA metro area",4/30/2012,299,"3,571","4,468","9,380",35,-12,-23
"Seattle, WA metro area",5/31/2012,310,"3,736","4,199","9,312",31,-4,-20
"Seattle, WA metro area",6/30/2012,310,"3,594","3,916","9,172",28,-3,-24
"Seattle, WA metro area",7/31/2012,312,"3,783","3,963","9,186",30,2,-24
"Seattle, WA metro area",8/31/2012,313,"3,098","3,683","9,006",28,-2,-28
"Seattle, WA metro area",9/30/2012,310,"3,361","3,230","7,981",32,4,-24
"Seattle, WA metro area",10/31/2012,320,"3,138","2,481","7,045",31,-1,-30
"Seattle, WA metro area",11/30/2012,310,"3,093","1,784","6,313",37,6,-30
"Seattle, WA metro area",12/31/2012,290,"2,280","3,253","6,054",40,3,-28
"Seattle, WA metro area",1/31/2013,310,"2,447","3,709","6,147",39,-1,-36
"Seattle, WA metro area",2/28/2013,324,"3,367","4,416","6,036",23,-16,-46
"Seattle, WA metro area",3/31/2013,330,"3,801","4,889","6,460",15,-8,-32
"Seattle, WA metro area",4/30/2013,349,"4,327","5,639","7,428",11,-4,-24
"Seattle, WA metro area",5/31/2013,350,"4,160","5,307","8,138",12,1,-19
"Seattle, WA metro area",6/30/2013,363,"4,511","5,211","8,897",12,0,-16
"Seattle, WA metro area",7/31/2013,355,"4,347","4,867","9,387",14,2,-16
"Seattle, WA metro area",8/31/2013,355,"3,682","4,233","9,492",17,3,-11
"Seattle, WA metro area",9/30/2013,350,"3,804","3,783","8,941",21,4,-11
"Seattle, WA metro area",10/31/2013,345,"2,996","2,566","7,842",26,5,-5
"Seattle, WA metro area",11/30/2013,350,"3,138","1,794","6,922",34,8,-3
"Seattle, WA metro area",12/31/2013,330,"2,194","3,169","6,626",44,10,4
"Seattle, WA metro area",1/31/2014,349,"2,464","3,436","6,662",39,-5,0
"Seattle, WA metro area",2/28/2014,342,"3,257","4,367","6,676",23,-16,0
"Seattle, WA metro area",3/31/2014,355,"3,747","5,010","7,001",15,-8,0
"Seattle, WA metro area",4/30/2014,365,"3,996","5,954","7,652",13,-2,2
"Seattle, WA metro area",5/31/2014,385,"4,376","5,313","8,360",12,-1,0
"Seattle, WA metro area",6/30/2014,380,"4,388","5,302","9,452",13,1,1
"Seattle, WA metro area",7/31/2014,372,"4,102","4,554","9,511",18,5,4
"Seattle, WA metro area",8/31/2014,380,"3,793","4,226","9,333",21,3,4
"Seattle, WA metro area",9/30/2014,369,"3,995","3,820","8,616",27,6,6
"Seattle, WA metro area",10/31/2014,375,"3,107","2,391","7,316",31,4,5
"Seattle, WA metro area",11/30/2014,367,"3,414","1,787","6,201",37,6,3
"Seattle, WA metro area",12/31/2014,365,"2,288","3,212","5,829",42,5,-2
"Seattle, WA metro area",1/31/2015,359,"2,616","3,902","5,858",39,-3,0
"Seattle, WA metro area",2/28/2015,385,"3,827","5,121","5,909",16,-23,-7
"Seattle, WA metro area",3/31/2015,400,"4,383","5,717","6,267",10,-6,-5
"Seattle, WA metro area",4/30/2015,399,"4,610","5,815","6,714",9,-1,-4
"Seattle, WA metro area",5/31/2015,415,"5,177","5,651","6,981",10,1,-2
"Seattle, WA metro area",6/30/2015,410,"5,192","5,326","7,177",11,1,-2
"Seattle, WA metro area",7/31/2015,413,"4,693","4,805","7,217",14,3,-4
"Seattle, WA metro area",8/31/2015,400,"4,378","4,351","6,935",13,-1,-8
"Seattle, WA metro area",9/30/2015,405,"4,064","3,869","6,264",15,2,-12
"Seattle, WA metro area",10/31/2015,405,"3,163","2,421","4,928",17,2,-14
"Seattle, WA metro area",11/30/2015,400,"3,851","1,857","4,024",24,7,-13
"Seattle, WA metro area",12/31/2015,407,"2,347","3,216","3,994",23,-1,-19
"Seattle, WA metro area",1/31/2016,405,"2,762","3,876","4,017",13,-10,-26
"Seattle, WA metro area",2/29/2016,424,"3,943","5,272","4,339",8,-5,-8
"Seattle, WA metro area",3/31/2016,430,"4,152","5,880","5,068",8,0,-2
"Seattle, WA metro area",4/30/2016,440,"4,759","5,948","5,237",7,-1,-2
"Seattle, WA metro area",5/31/2016,465,"5,529","6,342","6,051",8,1,-2
"Seattle, WA metro area",6/30/2016,450,"5,113","5,846","6,638",8,0,-3
"Seattle, WA metro area",7/31/2016,450,"5,296","5,366","6,607",10,2,-4
"Seattle, WA metro area",8/31/2016,450,"4,828","5,224","6,916",11,1,-2
"Seattle, WA metro area",9/30/2016,443,"4,481","3,588","5,758",13,2,-2
"Seattle, WA metro area",10/31/2016,455,"4,131","2,681","4,541",15,2,-2
"Seattle, WA metro area",11/30/2016,460,"3,839","1,812","3,365",19,4,-5
"Seattle, WA metro area",12/31/2016,443,"2,873","3,047","3,051",25,6,2
"Seattle, WA metro area",1/31/2017,459,"2,830","3,336","2,851",12,-13,-1
"Seattle, WA metro area",2/28/2017,485,"4,004","5,069","3,282",8,-4,0
"Seattle, WA metro area",3/31/2017,503,"3,769","4,942","3,557",7,-1,-1
"Seattle, WA metro area",4/30/2017,510,"5,009","6,249","4,143",7,0,0
"Seattle, WA metro area",5/31/2017,525,"5,498","6,476","4,930",7,0,-1
"Seattle, WA metro area",6/30/2017,530,"4,936","5,651","5,447",8,1,0
"Seattle, WA metro area",7/31/2017,520,"5,366","5,384","5,425",8,0,-2
"Seattle, WA metro area",8/31/2017,510,"4,696","4,975","5,716",10,2,-1
"Seattle, WA metro area",9/30/2017,513,"4,598","4,032","4,793",10,0,-3
"Seattle, WA metro area",10/31/2017,525,"4,101","2,807","3,552",12,2,-3
"Seattle, WA metro area",11/30/2017,530,"3,859","1,637","2,456",15,3,-4
"Seattle, WA metro area",12/31/2017,513,"2,508","3,110","2,388",16,1,-9
"Seattle, WA metro area",1/31/2018,527,"2,837","3,447","2,485",8,-8,-4
"Seattle, WA metro area",2/28/2018,560,"3,750","5,174","3,047",7,-1,-1
"Seattle, WA metro area",3/31/2018,580,"4,161","5,353","3,836",7,0,0
"Seattle, WA metro area",4/30/2018,585,"4,771","6,909","5,241",7,0,0
"Seattle, WA metro area",5/31/2018,583,"5,032","6,310","6,487",7,0,0
"Seattle, WA metro area",6/30/2018,575,"4,746","5,522","7,326",9,2,1
"Seattle, WA metro area",7/31/2018,550,"4,470","5,236","8,229",12,3,4
"Seattle, WA metro area",8/31/2018,545,"3,468","5,030","9,136",17,5,7
"Seattle, WA metro area",9/30/2018,550,"3,762","3,904","8,518",21,4,11
"Seattle, WA metro area",10/31/2018,550,"3,349","2,637","7,184",28,7,16
"Seattle, WA metro area",11/30/2018,540,"3,085","1,299","5,513",40,12,25
"Seattle, WA metro area",12/31/2018,520,"2,295","3,191","5,196",48,8,32
"Seattle, WA metro area",1/31/2019,545,"2,811","2,998","5,178",39,-9,31
"Seattle, WA metro area",2/28/2019,560,"3,281","5,280","5,770",19,-20,12
"Seattle, WA metro area",3/31/2019,572,"4,131","5,586","6,257",10,-9,3
"Seattle, WA metro area",4/30/2019,592,"4,812","6,930","7,776",9,-1,2
"Seattle, WA metro area",5/31/2019,580,"4,729","5,454","8,017",11,2,4
"Seattle, WA metro area",6/30/2019,560,"4,711","4,802","7,776",14,3,5
"Seattle, WA metro area",7/31/2019,560,"4,539","4,375","7,509",18,4,6
"Seattle, WA metro area",8/31/2019,540,"3,790","4,419","7,460",21,3,4
"Seattle, WA metro area",9/30/2019,560,"4,058","3,726","6,541",19,-2,-2
"Seattle, WA metro area",10/31/2019,557,"3,545","2,312","4,846",23,4,-5
"Seattle, WA metro area",11/30/2019,570,"3,681","1,564","3,486",32,9,-8
"Seattle, WA metro area",12/31/2019,550,"2,461","3,138","3,214",39,7,-9
"Seattle, WA metro area",1/31/2020,575,"2,953","3,951","3,378",16,-23,-23
"Seattle, WA metro area",2/29/2020,590,"3,710","5,096","4,405",7,-9,-12
"Seattle, WA metro area",3/31/2020,600,"2,973","3,670","4,813",6,-1,-4
"Seattle, WA metro area",4/30/2020,585,"2,983","4,702","4,914",9,3,0
"Seattle, WA metro area",5/31/2020,615,"4,387","5,241","4,788",9,0,-2
"Seattle, WA metro area",6/30/2020,622,"5,021","6,020","5,129",8,-1,-6
"Seattle, WA metro area",7/31/2020,630,"4,976","5,958","5,204",7,-1,-11
